2,SI,871
700,1500,1
550,1550,1
700,1500,1
700,1600,1
550,1600,1
600,1250,1
550,1200,1
550,1700,1
550,1400,1
600,1600,1
550,2000,1
500,1750,1
650,1600,1
550,1800,1
600,1400,1
550,1400,1
650,1600,1
550,1700,1
600,1400,1
700,1350,1
550,1350,1
600,1400,1
550,1600,1
400,1200,1
600,1200,1
600,1350,1
600,1400,1
500,1400,1
500,1400,1
550,1300,1
650,1200,1
550,1200,1
500,1350,1
500,1200,1
700,1400,1
450,1650,1
500,1450,1
700,1550,1
550,1400,1
750,1500,1
550,1500,1
500,1500,1
600,1400,1
650,1350,1
650,1400,1
650,1350,1
600,1700,1
650,1400,1
600,1800,1
750,1350,1
700,1750,1
600,1300,1
550,1700,1
550,1500,1
600,1350,1
700,1400,1
600,1400,1
700,1300,1
700,1300,1
650,1300,1
700,1350,1
650,1600,1
700,1400,1
500,1900,1
500,1900,1
700,1300,1
700,1400,1
550,1500,1
650,1200,1
600,1850,1
650,1600,1
750,1250,1
650,1200,2
650,1200,2
600,1200,2
650,1200,2
700,1150,2
650,1100,2
700,1200,2
700,1200,2
650,1150,2
650,1150,2
700,1150,2
750,1200,2
600,1200,2
650,1200,2
650,1350,2
600,1200,2
650,1200,2
650,1100,2
650,1050,2
600,1200,2
550,1200,2
750,1300,2
750,1250,2
700,1150,2
750,1200,2
700,1100,2
700,1200,2
600,1000,2
750,1150,2
600,1350,2
700,1300,2
750,1300,2
650,1200,2
700,1250,2
800,1250,2
750,1300,2
650,1550,2
800,1350,2
800,1300,2
600,1350,2
650,1200,2
750,1250,2
650,1300,2
700,1150,2
600,1550,2
700,1300,2
650,1250,2
600,1200,2
700,1300,2
750,1300,2
700,1300,2
700,1200,2
700,1200,2
600,1050,2
600,1100,2
750,1200,2
750,1250,2
750,1250,2
750,1300,2
750,1250,2
750,1300,2
750,1250,2
700,1100,2
750,1300,2
750,1200,2
750,1300,2
700,1200,2
800,1350,2
700,1200,2
800,1300,2
700,1250,2
750,1350,2
700,1250,2
700,1300,2
750,1100,2
700,1200,2
700,1200,2
800,1200,2
750,1400,2
750,1150,2
750,1250,2
750,1300,2
750,1250,2
750,1300,2
750,1200,2
700,1600,2
700,1250,2
700,1300,2
600,1500,2
300,2100,3
300,2100,3
300,2000,3
350,2200,3
300,2200,3
300,2050,3
350,2150,3
300,2100,3
300,2000,3
300,2100,3
300,2100,3
300,2100,3
300,2200,3
350,2200,3
300,2200,3
350,2300,3
300,2150,3
250,2100,3
300,2100,3
350,2100,3
300,1900,3
300,2100,3
300,2200,3
300,2150,3
400,2000,3
400,1900,3
500,2000,3
550,2100,3
450,1900,3
500,2200,3
500,2100,3
500,2100,3
500,2100,3
400,2100,3
400,2000,3
400,1600,3
400,1900,3
400,1800,3
450,1950,3
350,1900,3
300,2000,3
300,1500,3
350,2100,3
300,1900,3
350,1900,3
300,1800,3
250,1800,3
300,2100,3
350,1800,3
400,2200,3
400,2200,3
400,1900,3
450,2200,3
300,2150,3
300,2250,3
300,2250,3
300,2200,3
300,2200,3
350,2300,3
300,2400,3
300,2300,3
300,2250,3
350,2250,3
350,2250,3
350,2300,3
400,2400,3
350,2250,3
300,2200,3
350,2200,3
400,2250,3
350,2300,3
350,2300,3
400,2100,3
350,2200,3
300,2250,3
300,2150,3
350,2200,3
400,2350,3
400,2100,3
400,2200,3
300,2300,3
400,2300,3
300,2250,3
350,2200,3
300,2150,3
300,2300,3
300,2400,3
300,2200,3
350,2250,3
350,2200,3
350,2200,3
300,2300,3
300,2300,3
300,2300,3
300,2350,3
300,2300,3
300,2300,3
300,2200,3
300,2350,3
300,2200,3
300,2100,3
350,2300,3
350,2300,3
350,2350,3
300,2200,3
300,2350,3
350,2150,3
400,2300,3
500,2300,3
400,2250,3
400,2250,3
360,2250,3
400,2150,3
450,2150,3
400,2300,3
400,2250,3
400,2250,3
400,2250,3
400,2200,3
350,2300,3
350,2250,3
350,2250,3
350,2250,3
400,2250,3
350,2200,3
450,2200,3
400,2150,3
300,2100,3
300,2100,3
300,2100,3
300,2200,3
300,2050,3
300,2100,3
300,2100,3
300,2100,3
300,2200,3
300,2100,3
300,2100,3
300,2100,3
300,2550,3
300,2500,3
300,2400,3
300,2500,3
300,2500,3
300,2400,3
300,2350,3
300,2400,3
300,2400,3
300,2400,3
300,2300,3
300,2400,3
350,2500,3
350,2400,3
350,2400,3
350,2300,3
300,2350,3
300,2350,3
300,2300,3
350,2250,3
300,2250,3
300,2400,3
350,2350,3
350,2500,3
350,2400,3
350,2400,3
350,2550,3
350,2500,3
300,2400,3
350,2300,3
300,2250,3
400,2500,3
300,2300,3
400,1150,4
300,900,4
350,900,4
300,1200,4
350,1000,4
350,1100,4
350,1250,4
400,1150,4
450,1150,4
350,1100,4
350,1050,4
400,1250,4
350,1150,4
350,900,4
400,1000,4
400,1200,4
400,1200,4
400,1000,4
500,1400,4
450,1000,4
450,950,4
400,1100,4
350,900,4
350,900,4
350,1050,4
300,1050,4
300,1100,4
400,1000,4
400,1200,4
400,1150,4
300,1200,4
350,1100,4
350,1250,4
350,1100,4
300,1000,4
350,1150,4
350,1050,4
400,1050,4
350,1000,4
500,1100,4
400,1100,4
350,1200,4
350,1000,4
350,1200,4
500,1300,4
400,1000,4
350,900,4
400,1000,4
350,1050,4
400,900,4
350,900,4
300,900,4
