2,NO,100
231.4191,433.4273
257.3101,428.3568
198.3717,420.01
243.5626,420.2088
227.1104,393.0039
235.3428,414.4353
290.6392,418.2181
250.1991,380.5769
227.2543,415.202
256.4176,321.1986
265.8506,434.3375
210.9315,434.3911
243.3709,330.7214
252.774,436.2076
215.571,418.6016
282.9963,312.7842
234.4252,427.3486
281.8914,324.7347
280.7893,347.207
258.4326,432.4326
225.2843,324.8334
285.265,337.3775
270.4154,323.8955
263.2289,308.3723
215.8171,310.8792
217.3549,331.595
233.5539,322.0071
206.5557,330.4357
259.0505,318.699
283.7788,331.7587
212.5861,399.9251
217.3275,437.6679
282.0213,307.6341
210.0481,327.0366
259.3524,429.3496
275.8999,341.1264
279.4069,423.0885
273.3235,323.8719
262.4504,427.4782
208.6659,321.2957
223.8949,318.8623
241.3638,428.1965
282.2915,329.7568
275.2503,423.147
196.0936,420.5674
263.1241,362.4674
217.4166,409.2303
244.2592,366.9896
210.6205,308.3117
272.3278,414.3423
202.2524,304.8205
247.3319,272.181
173.139,230.4962
196.3891,296.2071
258.2011,317.6463
182.4156,230.2291
167.3651,257.3858
191.3607,302.772
236.6146,212.9217
279.7158,245.4454
236.1297,319.9346
269.5909,261.153
290.9372,311.4545
186.3517,248.7244
271.9213,240.6367
286.616,298.8493
169.1454,268.3451
203.5792,294.0445
275.8432,231.1283
289.6277,263.8954
202.8102,305.1557
169.205,279.4744
292.1905,264.4112
256.4337,289.5944
265.3057,299.2003
267.6606,267.1285
186.0357,221.2943
284.0267,323.1981
176.2433,226.5273
272.5391,303.3558
187.1569,239.7961
173.917,255.8966
273.9176,219.5265
219.9902,317.3752
283.8101,239.4485
247.7735,259.8395
208.8079,313.8889
225.2371,217.0331
175.4075,262.0328
216.1062,324.6932
216.3617,311.0016
177.8706,266.455
239.3965,303.7582
198.6677,292.4883
252.5858,300.6859
208.9592,322.7145
259.1537,206.2463
173.2228,286.0578
282.8528,227.588
248.4774,306.3924
