2,SI,150
502.271,160.108,0
467.7751,229.3891,0
410.1699,167.2242,0
441.462,203.4692,0
398.6137,169.9393,0
490.3598,213.0444,0
435.1951,231.8914,0
414.9362,223.2192,0
463.4692,179.829,0
421.5777,215.9361,0
428.5134,214.2945,0
498.1292,188.587,0
436.2728,171.9744,0
422.5945,184.7827,0
515.4637,189.3975,0
479.2187,212.8896,0
425.6341,147.6262,0
497.9251,212.9732,0
488.6102,212.02,0
439.1315,155.1202,0
412.408,211.2689,0
428.6432,202.2395,0
516.6848,180.3167,0
478.4647,155.079,0
403.3519,204.5548,0
453.6744,155.3623,0
449.9822,223.5225,0
396.8233,196.7053,0
516.3008,201.5016,0
422.8072,229.9631,0
433.267,149.578,0
486.8068,216.663,0
455.2018,216.7733,0
440.1139,152.8328,0
441.8823,144.8493,0
407.7834,213.1548,0
432.8282,227.5378,0
420.4503,163.8612,0
504.565,163.779,0
456.1174,210.4069,0
401.1862,163.7918,0
460.4138,230.5062,0
406.6755,159.9474,0
424.3437,180.5602,0
412.2298,155.7058,0
437.7367,203.0617,0
513.5533,168.0243,0
438.5036,186.8624,0
478.9629,224.6851,0
413.9585,195.2905,0
240.4104,457.5375,1
192.5495,343.9229,1
247.9911,399.8432,1
163.8899,387.1088,1
242.5055,503.5139,1
254.6961,480.1644,1
239.9546,455.6605,1
241.5066,467.1079,1
235.461,465.8401,1
252.1899,483.8816,1
222.564,348.8979,1
193.425,370.0399,1
243.781,508.3957,1
224.9249,364.8915,1
241.4013,413.8307,1
211.8677,348.4881,1
161.6965,410.4796,1
240.3094,411.5802,1
235.037,510.9634,1
208.7912,344.8893,1
243.4942,444.5297,1
160.5948,408.6074,1
240.5278,510.8418,1
165.7616,367.1646,1
213.5015,369.0899,1
234.0004,396.1773,1
178.0577,377.6489,1
188.6436,343.9895,1
249.6713,423.9654,1
238.5395,497.8024,1
243.529,460.2181,1
184.3204,349.1299,1
190.1115,351.8888,1
189.0127,360.2331,1
143.2355,414.1079,1
247.7379,473.3085,1
229.4579,358.8073,1
166.0131,370.5057,1
196.5269,360.267,1
232.8901,404.8532,1
214.9054,356.636,1
240.8923,486.9575,1
214.5954,362.9352,1
237.8689,441.0483,1
231.1519,399.3051,1
246.2031,435.7583,1
241.484,486.6073,1
254.1373,436.5178,1
228.4817,360.867,1
171.6707,126.7152,2
182.798,237.7593,2
158.6146,122.2544,2
242.2214,96.2138,2
195.5316,125.1255,2
260.6326,101.359,2
152.0034,166.0311,2
199.7787,107.1626,2
200.2314,229.8261,2
260.9574,116.7881,2
166.0802,156.4419,2
197.0704,249.2911,2
145.9113,173.3159,2
155.8739,145.4103,2
237.8495,118.337,2
222.8879,98.17,2
180.0887,130.7484,2
148.9101,192.4681,2
199.5935,228.0333,2
153.5724,139.139,2
163.4839,169.8026,2
142.941,186.2504,2
199.3192,95.9996,2
169.7966,132.5407,2
152.1257,165.7606,2
188.2612,225.8483,2
193.3959,233.8884,2
165.6161,232.52,2
248.5609,107.7191,2
253.1617,94.021,2
166.699,145.9332,2
232.885,122.7003,2
154.4124,132.9599,2
156.1218,177.9278,2
160.4383,166.2443,2
232.3456,114.2112,2
145.3109,150.2292,2
181.6305,131.7465,2
160.4084,125.6139,2
144.009,169.5401,2
198.3978,228.3225,2
212.5121,105.1899,2
165.9878,119.9031,2
156.7262,222.4368,2
164.5204,118.7205,2
219.46,108.4098,2
239.2293,97.3207,2
247.922,119.7471,2
165.1405,129.2023,2
143.5976,159.7517,2
