2,NO,4500
520.9017,439.1808
638.7119,458.8816
548.3064,524.6374
628.0696,540.5501
547.3448,521.3994
611.421,521.0692
554.7495,529.5787
524.1434,522.5044
627.9174,448.7684
600.3288,551.8358
546.5767,534.3442
625.6344,478.3427
641.5963,481.5829
553.7774,551.4331
601.7975,548.2311
619.558,534.9364
629.9938,479.7864
630.1581,483.062
546.4822,535.9688
605.1694,529.5999
542.1597,481.895
627.2242,497.6948
541.479,484.3734
519.4908,462.9344
626.4913,524.0984
595.9756,530.9231
631.3511,446.3634
529.4638,506.4695
636.0057,431.7236
527.0938,437.8809
638.3689,521.4309
519.8215,473.5198
535.5808,469.8242
558.6366,535.5741
531.0687,476.6217
607.3041,543.685
596.821,539.4067
626.4664,540.2327
561.6286,546.0491
519.3007,499.0624
530.2177,495.4052
531.5457,442.8951
519.3955,462.6467
606.5083,547.9184
582.7178,552.7079
522.0725,518.9927
644.5586,518.8798
526.1322,491.792
633.0911,445.1558
525.3351,496.2296
628.1193,436.4605
603.3079,530.7912
638.7821,474.7818
644.8862,492.5982
564.7542,535.6001
572.7574,546.7977
536.9803,436.3034
639.3115,478.603
629.7088,533.9184
518.6237,465.5811
538.5521,504.842
624.9558,482.307
642.5986,469.6605
601.2617,552.6139
528.1194,447.1854
623.2005,455.2694
629.9776,467.4984
646.3256,481.8081
594.8877,541.7806
543.3577,485.435
533.825,523.4943
534.243,439.2053
634.8971,472.7236
536.8432,428.7782
539.9987,478.312
523.2647,506.2276
528.6187,458.74
553.9364,522.5269
624.073,533.3557
530.537,448.3883
642.4509,489.7547
634.0467,521.7177
518.6148,486.4465
551.7206,541.2822
623.0159,539.4551
531.3955,432.4517
556.9167,532.4929
555.4765,538.5496
574.3736,549.335
540.5898,491.0351
532.0956,484.708
537.8149,451.5415
534.4439,532.2186
642.752,446.9052
622.6755,487.92
528.6102,431.5306
518.7261,511.1327
544.8261,528.8057
518.4617,481.2486
518.697,476.7627
606.0594,542.0658
564.4936,542.1779
517.4965,465.9834
613.947,549.6143
569.0765,548.3925
633.9834,503.395
643.5065,494.16
533.6175,439.7068
643.9772,483.7544
556.0227,525.5015
521.7955,496.1269
542.5803,436.58
643.2603,497.303
541.1749,442.8365
636.3096,466.5038
625.3575,462.6834
532.5414,454.9714
610.8444,544.6829
588.5476,556.8192
631.4456,470.8862
532.9601,457.7272
632.3037,449.0053
539.2144,520.017
611.7624,524.2079
523.3392,502.2721
525.1103,496.7533
531.1862,429.9453
643.7104,437.2675
518.6154,434.9375
630.9774,447.2178
520.8683,475.3073
534.7271,480.2415
530.3182,465.477
629.673,463.6374
629.6898,487.512
582.6042,555.7784
594.6267,539.0604
622.6198,478.6816
622.6667,470.8354
521.8575,488.3945
624.1491,543.1261
524.183,477.7382
557.0096,531.6671
519.5025,450.5976
583.68,545.4849
518.2139,483.0637
527.3934,428.3612
643.4355,487.8665
583.0764,552.5395
523.0545,478.7702
529.8734,509.5716
535.7786,429.4262
540.6119,472.1126
644.8087,432.1749
574.4386,548.7296
551.6485,524.5113
623.3182,435.5129
622.8882,447.494
518.506,438.2082
575.4545,536.5752
556.6365,548.392
537.7099,441.5183
640.519,450.3253
541.6358,498.7863
563.6117,551.5501
534.854,506.475
542.5294,428.1818
539.9426,478.6446
555.1883,549.9441
522.1262,460.32
530.119,500.2413
536.5678,510.4106
643.8719,503.8423
614.5353,536.5974
628.4339,501.9764
626.4553,483.2796
630.1622,493.9481
569.8011,549.3658
534.8105,456.5502
535.2792,520.6128
617.3105,523.4201
538.6812,521.4076
627.606,451.6063
541.8928,428.5101
547.5628,544.2587
643.2743,472.0826
541.9982,476.2894
532.8002,525.4199
629.4882,507.4306
540.0362,524.5358
