2,NO,200
360.3183,241.9183
330.0295,259.7047
284.4062,319.7041
355.6516,251.0742
350.1506,237.8004
368.4013,227.4941
327.9418,241.603
375.9031,240.604
339.0773,391.0238
311.8764,367.9328
301.532,353.2734
320.3572,269.8099
336.9118,226.4051
334.762,382.8052
316.9045,371.3643
309.2942,271.3734
331.2471,227.2295
298.6625,274.3795
399.7627,233.3193
348.4963,251.0961
323.7073,247.0168
314.0232,270.0382
338.5298,380.0369
349.3395,233.8109
312.5409,383.0306
303.5391,353.0026
375.246,232.191
333.0851,241.6049
300.443,336.2289
310.8225,266.0337
299.4574,291.8416
374.8992,248.0207
362.9766,248.0519
335.6432,225.1732
340.4049,372.0157
290.7955,313.33
361.9823,237.574
325.5803,383.0287
322.6146,377.7318
398.2133,244.1448
353.4835,226.5625
316.9754,247.4115
388.5566,243.1844
293.3217,283.7582
371.9604,224.4872
365.5467,228.9693
381.0906,243.8438
296.0171,270.0684
315.1789,234.544
319.9489,253.8931
333.3695,382.2692
342.0253,227.4841
306.3107,370.495
304.0196,290.0706
338.9903,228.9919
297.7644,269.4332
322.1869,249.2284
320.6542,387.3066
341.5368,389.8037
328.3702,261.3112
298.2031,307.4839
304.2173,344.6769
310.0854,332.5652
298.6893,329.8953
286.3489,313.0918
302.7655,342.5531
300.9236,499.9588
305.5454,478.5082
301.2371,448.8786
302.0594,487.4544
303.5271,476.9685
327.0394,476.7217
253.4257,454.3474
290.701,456.81
307.87,469.3386
284.8028,451.7485
284.6186,471.6768
305.2658,488.7101
319.1861,476.3732
292.665,453.8848
301.8127,451.7438
286.0481,477.6609
294.064,472.0095
298.4488,471.8058
292.9434,456.0204
300.0906,479.1583
308.3699,473.2519
295.2668,467.1976
294.002,417.8642
292.4884,429.3812
276.1713,466.7167
292.9174,494.5829
292.661,405.2138
291.15,453.8089
315.7028,468.7847
309.3318,445.7539
295.1508,452.4272
276.0204,461.2747
293.3993,454.6246
304.9343,461.2587
313.96,453.8033
294.3406,464.605
310.0503,450.9919
301.3154,450.8574
304.9964,459.667
276.4353,470.6581
308.4801,474.0435
296.2429,457.4036
312.7903,453.7029
292.6835,488.0075
282.7934,462.9443
295.3258,445.7483
293.877,491.7702
304.0775,424.4555
310.3416,441.7445
299.7616,486.9956
309.703,476.42
280.8172,462.658
290.7881,475.843
302.8184,477.4194
316.0297,451.9405
294.7983,431.6369
298.0044,436.1202
307.4927,488.9181
298.0575,465.7059
291.208,449.6197
268.5256,477.6926
302.0848,420.7189
297.0317,489.8692
299.5564,451.7355
267.6498,450.6776
289.3182,421.5956
259.2461,296.6295
307.8664,459.4485
223.1453,333.6307
207.8954,357.8494
307.155,385.8802
204.5359,352.9364
250.3741,294.9756
235.0347,325.5608
208.4624,345.385
231.693,340.6741
270.0814,312.6017
252.2417,305.8258
227.9494,306.1116
299.4867,413.913
270.5996,295.2515
301.8014,440.4187
234.2518,329.1172
316.9581,408.1994
315.7359,351.7789
304.6094,368.7943
259.4093,324.3261
306.4207,457.1627
303.1208,403.6985
210.6126,352.1285
304.8716,449.9304
239.4486,319.8369
205.4816,345.511
265.6006,310.6827
320.1315,399.2089
314.2753,387.6067
207.4778,345.9251
245.9046,308.4988
212.1514,373.2634
313.8821,428.1177
257.0833,312.5513
299.0532,380.4992
225.8762,311.521
302.1484,389.8
296.7076,365.9762
293.2878,333.9686
313.3988,426.7712
211.8481,330.8987
304.3241,323.6219
310.6163,387.0795
298.0648,345.8797
250.9574,319.4825
296.5637,442.3717
228.864,336.7291
209.7602,333.8371
266.0199,324.1669
220.0895,363.6833
291.2061,319.496
234.1183,330.921
275.0616,312.6613
221.4792,343.452
230.9446,326.4854
245.0735,304.5786
315.711,418.1134
298.3987,347.2536
318.6297,376.1838
310.9556,420.4249
213.8706,342.2622
250.3279,308.2266
292.8072,342.1514
316.1563,429.0412
224.2804,360.2706
282.7989,301.2824
310.9912,349.0955
